Year,Quarter,Module Code,Module Name
1,A,F101,Mathematical Skills
1,A,F107,Foundations of Computer Science
1,B,F100,English for Foundation Course
1,B,F106,Academic and Professional Development
1,C,F101,Mathematical Skills
1,C,F107,Foundations of Computer Science
1,D,F100,English for Foundation Course
1,D,F106,Academic and Professional Development
