Year,Quarter,Module Code,Module Name
1,A,M621,Supply Chain Analytics and Performance Metrics
1,A,M501,Innovation Management and Digital Transformation
1,B,M622,Enterprise Resource Planning
1,B,M506,Research Methods and Scientific Work
1,C,M623,Blockchain and Smart Contracts in Supply Chain
1,C,M519,Global Supply Chain Management
1,D,M624,Internet of Things in Supply Chain Management
1,D,M502,Project Management
2,A,M513,Research Seminar
2,A,M599,Master Thesis
2,B,M599,Master Thesis
