Year,Quarter,Module Code,Module Name
1,A,M633,Leading Digital and AI Transformation
1,A,M501,Innovation Management and Digital Transformation
1,B,M634,Building Digital Ecosystems
1,B,M506,Research Methods and Scientific Work
1,C,M635,AI Strategy and Business Innovation
1,C,M636,Data Analytics and AI
1,D,M598,Master Thesis
