Year,Quarter,Module Code,Module Name
1,A,CI7330,Data Analytics and Visualisation 
1,B,CI7340,Applied Data Programming 
1,C,M505,Intro to AI and Machine Learning
1,C,M507,Methods of Prediction
1,C,M508,Big Data Analytics
1,D,M509,Digital Marketing & Analytics 
1,D,M506,Research Methods and Scientific Work 
2,A,CI7000,Project Dissertation
2,B,CI7000,Project Dissertation
2,C,M514,Internship
2,D,M599k,Master Thesis
