Year,Quarter,Module Code,Module Name
1,A,F101,Mathematical Foundations
1,A,F103,Foundations of Business Management
1,B,F100,English for Foundation Programme
1,B,F106,Academic and Professional Development
1,C,F101,Mathematical Foundations
1,C,F103,Foundations of Business Management
1,D,F100,English for Foundation Programme
1,D,F106,Academic and Professional Development
